Caller,API,Relationship,Counts
regexpRename,cat,Total,90350
remap,aggregate_array,Total,265862
remap,ee.List,Total,216444
remap,ee.Number,Total,291202
remap,ee.String,Total,281216
remap,flatten,Total,130998
remap,get,Total,269204
remap,getInfo,Total,251404
remap,keys,Total,298230
remap,length,Total,296982
remap,map,Total,249932
remap,remap,Total,361506
remap,size,Total,286864
remap,slice,Total,252910
remap,values,Total,298230
remove,ee.Date,Total,79626
remove,ee.Number,Total,395236
remove,get,Total,450992
remove,getString,Total,112800
remove,indexOf,Total,83158
removeAll,aggregate_array,Total,198908
removeAll,bandNames,Total,225980
removeAll,cat,Total,279796
removeAll,ee.List,Total,151510
removeAll,ee.Number,Total,157416
removeAll,get,Total,215848
removeAll,toList,Total,241398
rename,bandNames,Total,375524
rename,cat,Total,341522
rename,date,Total,238968
rename,ee.Date,Total,30097
rename,ee.Image,Total,209528
rename,ee.List,Total,193766
rename,ee.Number,Total,409925
rename,ee.String,Total,403275
rename,first,Total,191950
rename,format,Total,188338
rename,get,Total,432385
rename,getInfo,Total,100524
rename,getString,Total,262684
rename,keys,Total,304844
rename,map,Total,72208
rename,slice,Total,255200
rename,values,Total,100418
replace,cat,Total,187122
replace,ee.Feature,Total,364
replace,ee.Number,Total,239508
replace,ee.String,Total,280683
replace,get,Total,223944
replace,length,Total,102962
replace,size,Total,111972
replace,slice,Total,27052
replaceAll,replaceAll,Total,77140
reproject,atScale,Total,304076
reproject,crs,Total,305086
reproject,ee.Image,Total,251068
reproject,ee.Projection,Total,299684
reproject,first,Total,332838
reproject,get,Total,258405
reproject,multiply,Total,68126
reproject,nominalScale,Total,59084
reproject,projection,Total,305446
reproject,scale,Total,96890
reproject,select,Total,291510
reproject,transform,Total,305086
reproject,translate,Total,251574
reset,get,Total,20788
rightShift,ee.Image,Total,7276
round,abs,Total,168474
round,cos,Total,281978
round,get,Total,48210
round,length,Total,86188
round,pow,Total,302452
round,projection,Total,239360
round,random,Total,289010
round,sin,Total,281978
round,size,Total,12916
round,sqrt,Total,277790
round,values,Total,35042
sample,buffer,Total,199350
sample,ee.Feature,Total,291898
sample,ee.FeatureCollection,Total,293758
sample,ee.Geometry,Total,234110
sample,ee.List,Total,124494
sample,ee.Number,Total,411874
sample,ee.Projection,Total,93706
sample,filter,Total,59764
sample,first,Total,453967
sample,geometry,Total,307438
sample,get,Total,145164
sample,merge,Total,90220
sample,min,Total,286900
sample,nominalScale,Total,111294
sample,projection,Total,305108
sample,select,Total,299698
sample,size,Total,272206
sampleRectangle,first,Total,85456
sampleRectangle,geometry,Total,72914
sampleRegions,buffer,Total,142440
sampleRegions,copyProperties,Total,119908
sampleRegions,ee.Feature,Total,354350
sampleRegions,ee.FeatureCollection,Total,303332
sampleRegions,ee.List,Total,404623
sampleRegions,ee.Number,Total,60002
sampleRegions,ee.Projection,Total,41438
sampleRegions,filter,Total,431639
sampleRegions,filterBounds,Total,290682
sampleRegions,flatten,Total,15516
sampleRegions,geometry,Total,366236
sampleRegions,get,Total,162545
sampleRegions,limit,Total,242384
sampleRegions,map,Total,301152
sampleRegions,merge,Total,307672
sampleRegions,projection,Total,268584
sampleRegions,propertyNames,Total,59954
sampleRegions,randomColumn,Total,272202
sampleRegions,remap,Total,48444
sampleRegions,sample,Total,124868
sampleRegions,select,Total,187618
sampleRegions,set,Total,97447
scale,first,Total,16818
scale,median,Total,225050
scale,multiply,Total,211202
select,add,Total,401442
select,bandNames,Total,451375
select,cat,Total,298646
select,date,Total,212724
select,ee.Date,Total,213586
select,ee.Dictionary,Total,131028
select,ee.Image,Total,38366
select,ee.List,Total,387469
select,ee.Number,Total,432580
select,ee.String,Total,449952
select,first,Total,338408
select,get,Total,448204
select,getInfo,Total,302752
select,getNumber,Total,94232
select,getString,Total,118004
select,id,Total,246974
select,indexOf,Total,177576
select,keys,Total,408903
select,length,Total,235518
select,map,Total,16212
select,multiply,Total,233896
select,propertyNames,Total,213070
select,removeAll,Total,299616
select,reverse,Total,155830
select,select,Total,54510
select,slice,Total,307826
select,splice,Total,307826
select,split,Total,7712
select,subtract,Total,438081
select,toDictionary,Total,213346
select,toLowerCase,Total,42022
select,values,Total,235022
set,abs,Total,173344
set,accuracy,Total,239866
set,add,Total,323567
set,addBands,Total,297142
set,advance,Total,411990
set,aggregate_array,Total,388026
set,aggregate_count,Total,31944
set,aggregate_count_distinct,Total,50000
set,aggregate_max,Total,31920
set,aggregate_mean,Total,297054
set,aggregate_min,Total,31920
set,aggregate_sample_sd,Total,31920
set,aggregate_sum,Total,360292
set,area,Total,453178
set,argmax,Total,133070
set,bandNames,Total,452412
set,blend,Total,139074
set,buffer,Total,282628
set,cat,Total,285324
set,centroid,Total,385231
set,clip,Total,53972
set,combine,Total,115162
set,containedIn,Total,131006
set,contains,Total,286612
set,coordinates,Total,233644
set,date,Total,445883
set,difference,Total,259842
set,distance,Total,307994
set,divide,Total,436173
set,ee.Array,Total,154674
set,ee.Date,Total,450907
set,ee.DateRange,Total,250948
set,ee.Dictionary,Total,446741
set,ee.ErrorMargin,Total,46521
set,ee.Feature,Total,443366
set,ee.Geometry,Total,256632
set,ee.Image,Total,440543
set,ee.ImageCollection,Total,109072
set,ee.List,Total,460354
set,ee.Number,Total,451309
set,ee.String,Total,429420
set,eq,Total,406031
set,errorMatrix,Total,115864
set,exp,Total,236050
set,filter,Total,213084
set,filterBounds,Total,236791
set,filterDate,Total,231876
set,first,Total,361341
set,flatten,Total,150177
set,format,Total,439076
set,geometry,Total,457881
set,get,Total,462063
set,getInfo,Total,271788
set,getNumber,Total,354606
set,getRelative,Total,423566
set,getString,Total,434335
set,gt,Total,356032
set,gte,Total,186562
set,id,Total,456443
set,indexOf,Total,390174
set,int,Total,305106
set,intersection,Total,202042
set,intersects,Total,306442
set,kappa,Total,215770
set,keys,Total,37924
set,length,Total,306442
set,limit,Total,109072
set,log,Total,112324
set,log10,Total,259272
set,lt,Total,224264
set,map,Total,243020
set,mask,Total,353018
set,metadata,Total,257256
set,millis,Total,306264
set,mod,Total,143432
set,multiply,Total,414976
set,neq,Total,253892
set,nominalScale,Total,242874
set,normalizedDifference,Total,3598
set,or,Total,142316
set,perimeter,Total,307766
set,pow,Total,305520
set,projection,Total,280942
set,propertyNames,Total,320209
set,qualityMosaic,Total,205912
set,reduce,Total,357681
set,reduceColumns,Total,31112
set,reduceRegion,Total,459071
set,reduceToVectors,Total,137082
set,rename,Total,286044
set,replace,Total,232094
set,rindex,Total,122910
set,round,Total,102362
set,select,Total,344041
set,selfMask,Total,3656
set,set,Total,41027
set,size,Total,374779
set,slice,Total,278846
set,sort,Total,405674
set,start,Total,298998
set,subtract,Total,405319
set,toDictionary,Total,307820
set,toFloat,Total,258544
set,toInt,Total,299921
set,toInt32,Total,294860
set,toList,Total,286660
set,toUpperCase,Total,249684
set,trim,Total,43015
set,updateMask,Total,265568
set,values,Total,306893
setDefaultProjection,divide,Total,3956
setDefaultProjection,ee.Projection,Total,260310
setDefaultProjection,first,Total,282188
setDefaultProjection,projection,Total,293920
setDefaultProjection,select,Total,108240
setGeometry,centroid,Total,234724
setGeometry,coordinates,Total,106827
setGeometry,ee.Feature,Total,234868
setGeometry,ee.List,Total,245812
setGeometry,ee.Number,Total,35290
setGeometry,filter,Total,250230
setGeometry,first,Total,155282
setGeometry,geometry,Total,428014
setGeometry,get,Total,321319
setGeometry,getGeometry,Total,242930
setGeometry,projection,Total,305106
simplify,ee.ErrorMargin,Total,263860
slice,add,Total,394419
slice,ee.List,Total,47555
slice,ee.Number,Total,300286
slice,ee.String,Total,112314
slice,get,Total,422403
slice,getInfo,Total,136570
slice,index,Total,168870
slice,indexOf,Total,283034
slice,int,Total,307766
slice,lastIndexOfSubList,Total,95110
slice,length,Total,293758
slice,multiply,Total,211626
slice,rindex,Total,284496
slice,size,Total,352455
slice,subtract,Total,375777
slice,toImage,Total,295664
slice,toList,Total,75662
sort,ee.String,Total,240652
sort,random,Total,237154
sort,slice,Total,270774
spectralDistance,median,Total,95118
spectralDistance,select,Total,163210
splice,ee.Number,Total,142186
splice,getInfo,Total,71280
splice,indexOf,Total,231252
splice,length,Total,168738
splice,size,Total,158236
splice,subtract,Total,71093
split,geometry,Total,173390
sqrt,add,Total,198838
sqrt,log,Total,218310
sqrt,pow,Total,219126
sqrt,sin,Total,68151
sqrt,sqrt,Total,456267
sqrt,subtract,Total,270556
stratifiedSample,bounds,Total,217942
stratifiedSample,ee.Feature,Total,182516
stratifiedSample,ee.FeatureCollection,Total,167404
stratifiedSample,ee.Geometry,Total,289884
stratifiedSample,ee.List,Total,298130
stratifiedSample,ee.Number,Total,234760
stratifiedSample,filter,Total,45894
stratifiedSample,filterBounds,Total,245238
stratifiedSample,first,Total,283610
stratifiedSample,geometry,Total,404978
stratifiedSample,get,Total,117380
stratifiedSample,intersection,Total,202608
stratifiedSample,multiply,Total,209528
stratifiedSample,projection,Total,270460
stratifiedSample,scale,Total,175198
stratifiedSample,select,Total,166594
stratifiedSample,values,Total,167478
style,max,Total,303582
subtract,abs,Total,376934
subtract,add,Total,426239
subtract,aggregate_sum,Total,197532
subtract,and,Total,277185
subtract,arrayGet,Total,299840
subtract,arraySlice,Total,139008
subtract,arrayTranspose,Total,215918
subtract,bandNames,Total,128484
subtract,ceil,Total,297142
subtract,count,Total,106068
subtract,date,Total,286592
subtract,divide,Total,425322
subtract,ee.Array,Total,82344
subtract,ee.Date,Total,373866
subtract,ee.Image,Total,444235
subtract,ee.List,Total,251108
subtract,ee.Number,Total,447516
subtract,eq,Total,118688
subtract,exp,Total,197772
subtract,expression,Total,64730
subtract,filter,Total,247968
subtract,filterDate,Total,217940
subtract,first,Total,276172
subtract,floor,Total,160250
subtract,geometry,Total,435932
subtract,get,Total,455297
subtract,getInfo,Total,251156
subtract,getNumber,Total,199320
subtract,gt,Total,11377
subtract,int,Total,305352
subtract,int16,Total,37738
subtract,length,Total,355407
subtract,lt,Total,210030
subtract,mask,Total,269526
subtract,matrixTranspose,Total,12728
subtract,max,Total,166002
subtract,mean,Total,261504
subtract,millis,Total,300306
subtract,min,Total,114074
subtract,mod,Total,302080
subtract,mosaic,Total,284774
subtract,multiply,Total,432154
subtract,neq,Total,305770
subtract,normalizedDifference,Total,127620
subtract,pow,Total,359626
subtract,reduce,Total,108242
subtract,reduceNeighborhood,Total,154950
subtract,reduceRegion,Total,419954
subtract,reproject,Total,68126
subtract,round,Total,294176
subtract,select,Total,442159
subtract,sin,Total,297092
subtract,sqrt,Total,283514
subtract,subtract,Total,424488
subtract,sum,Total,218168
subtract,toArray,Total,108140
subtract,toBands,Total,104132
subtract,toFloat,Total,64996
subtract,toImage,Total,305362
subtract,transpose,Total,351552
subtract,unmask,Total,269442
subtract,updateMask,Total,251062
subtract,values,Total,256968
symmetricDifference,buffer,Total,38208
symmetricDifference,ee.ErrorMargin,Total,297054
tan,sin,Total,207886
toArray,ee.List,Total,286864
toArray,keys,Total,142844
toDictionary,add,Total,139778
toDictionary,cat,Total,220810
toDictionary,first,Total,87250
toDictionary,propertyNames,Total,307486
toDictionary,slice,Total,298230
toImage,bandNames,Total,272600
toImage,keys,Total,234010
toList,add,Total,307330
toList,ee.Feature,Total,177090
toList,ee.List,Total,132750
toList,ee.Number,Total,299850
toList,get,Total,88545
toList,getInfo,Total,184872
toList,length,Total,300288
toList,size,Total,358523
toList,subtract,Total,292768
transform,ee.ErrorMargin,Total,283512
transform,ee.Number,Total,281778
transform,ee.Projection,Total,306442
transform,select,Total,224648
translate,coordinates,Total,46271
translate,ee.Number,Total,30846
translate,get,Total,281616
translate,multiply,Total,213224
translate,projection,Total,124606
union,ee.ErrorMargin,Total,296584
union,first,Total,236274
union,geometry,Total,87258
union,union,Total,79960
unitScale,cat,Total,153881
unitScale,ee.Number,Total,307762
unitScale,get,Total,454169
unitScale,getNumber,Total,288726
unitScale,keys,Total,17223
unitScale,reduce,Total,158766
unitScale,select,Total,301148
unitScale,values,Total,92231
unmask,add,Total,283442
unmask,bandNames,Total,151283
unmask,ee.Image,Total,300186
unmask,ee.ImageCollection,Total,281618
unmask,ee.Number,Total,403786
unmask,eq,Total,271504
unmask,get,Total,108745
unmask,gt,Total,287026
unmask,gte,Total,305228
unmask,mean,Total,304684
unmask,multiply,Total,381934
unmask,reduce,Total,84268
unmask,select,Total,444287
update,ee.Dictionary,Total,120332
update,ee.Number,Total,150664
update,get,Total,305246
update,lt,Total,46412
update,subtract,Total,242948
updateMask,abs,Total,440699
updateMask,add,Total,402716
updateMask,addBands,Total,188856
updateMask,and,Total,306126
updateMask,arrayLength,Total,193090
updateMask,bandNames,Total,98460
updateMask,bitwiseAnd,Total,303956
updateMask,cat,Total,145393
updateMask,clip,Total,300886
updateMask,connectedPixelCount,Total,300186
updateMask,count,Total,107992
updateMask,date,Total,125124
updateMask,divide,Total,438316
updateMask,ee.Image,Total,450667
updateMask,ee.ImageCollection,Total,119364
updateMask,ee.List,Total,108222
updateMask,ee.Number,Total,451373
updateMask,eq,Total,405119
updateMask,expression,Total,363370
updateMask,filterDate,Total,83416
updateMask,first,Total,282912
updateMask,float,Total,27976
updateMask,geometry,Total,321357
updateMask,get,Total,322923
updateMask,getNumber,Total,138860
updateMask,gt,Total,449797
updateMask,gte,Total,443702
updateMask,lt,Total,418001
updateMask,lte,Total,449815
updateMask,map,Total,282050
updateMask,mask,Total,394257
updateMask,max,Total,280964
updateMask,min,Total,280964
updateMask,mosaic,Total,284778
updateMask,multiply,Total,327388
updateMask,neq,Total,387422
updateMask,normalizedDifference,Total,264756
updateMask,not,Total,451023
updateMask,or,Total,307620
updateMask,pow,Total,41965
updateMask,reduce,Total,290218
updateMask,reduceNeighborhood,Total,60044
updateMask,reduceToImage,Total,215360
updateMask,remap,Total,216444
updateMask,select,Total,459875
updateMask,selfMask,Total,291604
updateMask,set,Total,245996
updateMask,subtract,Total,367262
updateMask,sum,Total,289622
updateMask,toBands,Total,174342
updateMask,toList,Total,96888
updateMask,unitScale,Total,301154
updateMask,unmask,Total,299698
updateMask,updateMask,Total,134560
updateMask,where,Total,283482
values,bandNames,Total,256968
values,filter,Total,168874
values,keys,Total,296648
values,remove,Total,286900
visualize,ee.List,Total,140794
visualize,floor,Total,208046
visualize,get,Total,367931
visualize,getInfo,Total,200206
visualize,join,Total,211408
visualize,random,Total,104023
visualize,reverse,Total,303618
visualize,subtract,Total,279612
where,abs,Total,304830
where,acos,Total,280980
where,add,Total,441124
where,and,Total,456858
where,arrayLength,Total,226186
where,bitwiseAnd,Total,218180
where,clamp,Total,194194
where,clip,Total,256590
where,convolve,Total,182682
where,cos,Total,99628
where,date,Total,48392
where,divide,Total,423792
where,ee.Image,Total,452608
where,ee.ImageCollection,Total,5024
where,ee.List,Total,144942
where,ee.Number,Total,461645
where,ee.String,Total,39371
where,eq,Total,460699
where,expression,Total,270508
where,filterDate,Total,259402
where,first,Total,118766
where,float,Total,218374
where,get,Total,453203
where,getNumber,Total,381184
where,gt,Total,459134
where,gte,Total,458000
where,log,Total,296158
where,lt,Total,459134
where,lte,Total,339049
where,mask,Total,284938
where,matrixPseudoInverse,Total,193090
where,max,Total,400422
where,mean,Total,217998
where,min,Total,377140
where,mod,Total,303800
where,multiply,Total,427164
where,neq,Total,375231
where,not,Total,405910
where,or,Total,454836
where,pow,Total,282528
where,reduce,Total,193662
where,remap,Total,288154
where,round,Total,92006
where,select,Total,445702
where,sin,Total,291516
where,sqrt,Total,304830
where,subtract,Total,446092
where,tan,Total,26260
where,unmask,Total,52096
where,updateMask,Total,247912
where,where,Total,379347
withinDistance,geometry,Total,234740
withinDistance,get,Total,226154
zip,aggregate_array,Total,6074
zip,ee.Dictionary,Total,64124
zip,length,Total,70890
zip,multiply,Total,138836
zip,size,Total,412876
zip,slice,Total,296648
zip,toList,Total,262192
zip,zip,Total,216376
